,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Aidat,Tapu Durumu,Site İçerisinde,Depozito,Banyo Sayısı,Banyo Metrekare,Balkon Durumu,Balkon Sayısı,Balkon Tipi,Balkon Metrekare,WC Sayısı,WC Metrekare,Fiyat Durumu,Ada,Parsel,Price,Location,link,Yapı Durumu,Yapı Tipi,Eşya Durumu,Takas,Görüntülü Gezilebilir mi?,Salon Metrekare
250,17100595,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,85 m²,129 m²,2+1,0 (Yeni),2.Kat,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,2,,,,,,,,Genel Fiyat,,,31.000TL, Beylikdüzü - Sahil Mahallesi,https://www.emlakjet.com//ilan/beylikduzu-yakuplu-palm-marin-sitesinde-kiralik-21-genis-daire-17100595/,Sıfır,,Boş,Yok,,
251,17100513,02 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,110 m²,115 m²,3+1,5-10,5.Kat,15,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,35000 TL,1,,Var,2,,,3,,Genel Fiyat,,,35.000TL, Bağcılar - Göztepe Mahallesi,https://www.emlakjet.com//ilan/goztepede-sitede-kiralik-31-daire-17100513/,,,,,,
252,17100467,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,85 m²,109 m²,2+1,0 (Yeni),1.Kat,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,2,,,,,,,,Genel Fiyat,,,30.000TL, Beylikdüzü - Sahil Mahallesi,https://www.emlakjet.com//ilan/beylikduzu-yakuplu-west-marin-palm-marin-de-2-banyolu-21-kiralik-daire-17100467/,Sıfır,,Boş,Yok,,
253,17100399,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,180 m²,200 m²,3+1,0 (Yeni),4.Kat,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,2,,,,,,,,Genel Fiyat,,,45.000TL, Beylikdüzü - Sahil Mahallesi,https://www.emlakjet.com//ilan/beylikduzu-yakuplu-marina-west-marin-palm-marin-sitesinde-2-banyolu-31-200-m2-dublexkiralik-daire-17100399/,Sıfır,,Boş,Yok,,
254,17100397,02 Nisan 2025,03 Nisan 2025,Konut,Kiralık,Daire,105 m²,130 m²,3+1,21 Ve Üzeri,1.Kat,9,Kombi Doğalgaz,Boş,,Kat İrtifakı,Evet,,1,,Var,1,Açık Balkon,,1,,Genel Fiyat,2351,116,40.000TL, Maltepe - Yalı Mahallesi,https://www.emlakjet.com//ilan/maltepe-yali-mahallesi-dragos-sitesi-nde-31-genis-daire-acik-otopark-cift-asansor-merkezi-konum-17100397/,İkinci El,Betonarme,Boş,Yok,Evet,
255,17100235,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,38 m²,40 m²,1+1,16-20,Bahçe Katı,5,Klimalı,Boş,,Kat Mülkiyeti,Hayır,,1,,Var,,,,,,Genel Fiyat,9126,4,16.000TL, Şişli - Mecidiyeköy Mahallesi,https://www.emlakjet.com//ilan/mecidiyekoy-11-esyali-klimali-kiralik-daire-17100235/,,Betonarme,,,,
256,17100207,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,65 m²,70 m²,1+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,,Hisseli Tapu,Evet,12000 TL,1,,Yok,,,,1,,Genel Fiyat,,17363,12.000TL, Bayrampaşa - Vatan Mahallesi,https://www.emlakjet.com//ilan/vatan-mah-kiralik-daire-17100207/,İkinci El,,,,,
257,17100048,02 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,16-20,1.Kat,4,Kombi Doğalgaz,Mülk Sahibi Oturuyor,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,8777,27.500TL, Bahçelievler - Zafer Mahallesi,https://www.emlakjet.com//ilan/yenibosna-mevlana-camisine-yakin-kiralik-130-m2-31-daire-17100048/,,,,,,
258,17099835,02 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,60 m²,75 m²,2+1,5-10,1.Kat,15,Merkezi (Pay Ölçer),Boş,3000 TL,Kat Mülkiyeti,Evet,52000 TL,1,5 m²,Var,1,Kapalı Balkon,6 m²,1,5 m²,Genel Fiyat,16611,18,52.000TL, Maltepe - Altayçeşme Mahallesi,https://www.emlakjet.com//ilan/altaycesme-rosa-maltepe-sitesinde-21-kiralik-daire-17099835/,İkinci El,,Boş,Yok,,22 m²
259,17099774,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,70 m²,183 m²,1+1,5-10,Yüksek Giriş,5,Kombi Doğalgaz,Boş,200 TL,Kat Mülkiyeti,Hayır,18000 TL,1,,Var,1,Açık Balkon,,1,,Genel Fiyat,15400,7,18.000TL, Maltepe - Zümrütevler Mahallesi,https://www.emlakjet.com//ilan/11-yuksek-giris-metroya-yakin-17099774/,,,,,,
260,17099726,02 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,29 m²,41 m²,Stüdyo,4,19.Kat,27,Merkezi (Pay Ölçer),Boş,6013 TL,Kat Mülkiyeti,Evet,50000 TL,1,,Yok,,,,1,,Genel Fiyat,10201,447,25.000TL, Kartal - Cevizli Mahallesi,https://www.emlakjet.com//ilan/adam-kule-maltepede-19-katta-esyali-kiralik-10-kat-halil-guler-17099726/,İkinci El,Betonarme,Eşyalı,Yok,Evet,
261,17099596,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,66 m²,75 m²,2+1,21 Ve Üzeri,7.Kat,13,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,2090,1,29.000TL, Ataşehir - Küçükbakkalköy Mahallesi,https://www.emlakjet.com//ilan/atasehir-kucukbakkalkoy-de-21-kiralik-yenilenmis-arakat-daire-17099596/,,,,,,
262,17099569,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,75 m²,80 m²,1+1,1,Bahçe Katı,5,Kombi Doğalgaz,Boş,150 TL,Yabancıdan,Hayır,40000 TL,1,,Var,,,,,,Genel Fiyat,,,18.000TL, Avcılar - Gümüşpala Mahallesi,https://www.emlakjet.com//ilan/avcilar-yeni-binada-esyali-kiralik-17099569/,,,,,,
263,17099542,02 Nisan 2025,03 Nisan 2025,Konut,Kiralık,Daire,120 m²,125 m²,3+1,5-10,4.Kat,6,Kombi Doğalgaz,Boş,0 TL,Kat İrtifakı,Hayır,20000 TL,1,5 m²,Var,1,Açık Balkon,5 m²,1,5 m²,Genel Fiyat,7778,9,20.000TL, Pendik - Orhangazi Mahallesi,https://www.emlakjet.com//ilan/pendik-esenyali-da-kiralik-31-125m2-asansorlu-buyuk-izlasyon-montalamali-daire-17099542/,İkinci El,Betonarme,Boş,Yok,Hayır,25 m²
264,17099486,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,2,1.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,32.000TL, Küçükçekmece - Halkalı Merkez Mahallesi,https://www.emlakjet.com//ilan/esem-emlaktan-sifir-esyali-asansorlu-otoparkli-balkonlu-17099486/,,,Eşyalı,Yok,,
265,17099444,02 Nisan 2025,03 Nisan 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,4,1.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,40000 TL,1,,Var,,,,,,Genel Fiyat,303,4,18.000TL, Esenyurt - Akçaburgaz Mahallesi,https://www.emlakjet.com//ilan/sahibinden-kiralik-daire-17099444/,İkinci El,Betonarme,Boş,,,
266,17099427,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,21 Ve Üzeri,3.Kat,7,Kombi Doğalgaz,Boş,250 TL,Arsa Tapulu,Hayır,25500 TL,1,,Yok,,,,,,Genel Fiyat,9125,11,25.500TL, Şişli - Gülbahar Mahallesi,https://www.emlakjet.com//ilan/mecidiyekoy-gulbag-da-21-kiralik-daire-17099427/,,,,,,
267,17099298,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,70 m²,75 m²,1+1,21 Ve Üzeri,Müstakil,2,Sobalı,Boş,0 TL,Tapu Kaydı Yok,Hayır,15000 TL,1,,Var,1,Açık Balkon,,1,,Genel Fiyat,,,15.000TL, Sarıyer - Tarabya Mahallesi,https://www.emlakjet.com//ilan/tarabya-sahilde-11-sobali-daire-17099298/,İkinci El,Betonarme,Boş,,,
268,17099038,02 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,150 TL,Kat Mülkiyeti,Hayır,27000 TL,1,,Var,1,Açık Balkon,,1,,Genel Fiyat,451,12,27.000TL, Üsküdar - Mimar Sinan Mahallesi,https://www.emlakjet.com//ilan/as-emlak-tan-21-uskudar-merkezde-hastane-arkasi-esyali-daire-17099038/,İkinci El,Betonarme,Eşyalı,Yok,Evet,
269,17099033,02 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,40 m²,45 m²,Stüdyo,16-20,Bahçe Katı,6,Isıtma Yok,Boş,,Hisseli Tapu,Hayır,7500 TL,1,15 m²,Yok,,,,1,10 m²,Genel Fiyat,137,5,7.500TL, Küçükçekmece - Atatürk Mahallesi,https://www.emlakjet.com//ilan/emir-emlak-dan-10-esyali-daire-bekara-ikitteli-ataturk-mah-de-17099033/,,,,,,15 m²
270,17098681,02 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+1,21 Ve Üzeri,3.Kat,4,Isıtma Yok,Boş,,Kat Mülkiyeti,Hayır,20000 TL,1,,Var,2,Açık Balkon,,,,Genel Fiyat,1543,11,20.000TL, Fatih - Hırka,https://www.emlakjet.com//ilan/hirka-i-serif-mah-21-60-m-3-kat-merkezi-lokasyonda-kiralik-daire-17098681/,,,Boş,,,
271,17098669,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,21 Ve Üzeri,Bahçe Katı,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,908,24,8.500TL, Bağcılar - Yıldıztepe Mahallesi,https://www.emlakjet.com//ilan/yildiztepede-kiralik-11-bahce-kat-daire-kombili-17098669/,,,,,,
272,17098557,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,100 TL,Kat Mülkiyeti,Hayır,16000 TL,1,,Var,,,,,,Genel Fiyat,1405,1,16.000TL, Fatih - Seyyid Ömer Mahallesi,https://www.emlakjet.com//ilan/kocamustafapasa-uzunyusuf-ta-21-kombili-kiralik-daire-17098557/,,,,,,
273,17098526,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+1,5-10,Çatı Dubleks,3,Kombi Doğalgaz,Boş,200 TL,Kat Mülkiyeti,Hayır,15000 TL,1,,Var,1,Açık Balkon,,1,,Genel Fiyat,null,5279,16.000TL, Avcılar - Cihangir Mahallesi,https://www.emlakjet.com//ilan/avcilarda-guzel-konumda-kiralik-21-on-cephe-bahceli-daire-17098526/,İkinci El,Betonarme,,Yok,Evet,
274,17098502,02 Nisan 2025,03 Nisan 2025,Konut,Kiralık,Daire,150 m²,177 m²,3+1,5-10,6.Kat,15,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Hayır,,2,,,,,,2,,Genel Fiyat,,,63.000TL, Bağcılar - Kirazlı Mahallesi,https://www.emlakjet.com//ilan/gunesli-baglar-mahallesi-gunesli-park-gardenya-sitesi-kiralik-31-daire-17098502/,İkinci El,,Boş,Yok,,
275,17098496,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,65 m²,70 m²,1+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,150 TL,Arsa Tapulu,Hayır,20000 TL,1,,,,,,,,Genel Fiyat,1709,21,20.000TL, Ataşehir - Kayışdağı Mahallesi,https://www.emlakjet.com//ilan/kayisdagi-merkezde-metroya-yakin-11-3-kat-70m2-balkonlu-17098496/,,,,,,
276,17098458,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,,Hisseli Tapu,Hayır,14000 TL,1,,,,,,,,Genel Fiyat,,470,14.000TL, Bahçelievler - Zafer Mahallesi,https://www.emlakjet.com//ilan/tutar-emlakdan-muhammediye-cami-yakini-21-70-m2-1-kat-kiralik-17098458/,,,,,,
277,17098403,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,4,8.Kat,8,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,Yok,,,,1,,Genel Fiyat,6227,5,24.000TL, Kağıthane - Telsizler Mahallesi,https://www.emlakjet.com//ilan/tuncay-dan-kagithane-de-yeni-binada-cadde-uzerinde-11-esyali-17098403/,,,Eşyalı,,,
278,17098350,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,5-10,Yüksek Giriş,5,Merkezi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,Var,,,,,,Genel Fiyat,20139,13,18.000TL, Sultangazi - Cebeci Mahallesi,https://www.emlakjet.com//ilan/uc-kardesler-den-cebeci-mh-21-85m2-yuksek-giris-kati-kiralik-daire-17098350/,,,,,,
279,17098117,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,5-10,Yüksek Giriş,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,Yok,,,,,,Genel Fiyat,8637,13,25.000TL, Kağıthane - Seyrantepe Mahallesi,https://www.emlakjet.com//ilan/seyrantepe-metrosuna-yurume-mesafesinde-kiralik-daire-17098117/,,,,,,
280,17098106,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,21 Ve Üzeri,2.Kat,4,Doğalgaz Sobalı,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,,15.500TL, Bayrampaşa - Vatan Mahallesi,https://www.emlakjet.com//ilan/bayrampasa-vatan-mah-11-60m2-kiralik-temiz-daire-17098106/,,,Boş,Yok,,
281,17098088,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,200 TL,Kat Mülkiyeti,Hayır,20000 TL,1,5 m²,Var,1,,4 m²,1,,Genel Fiyat,1352,9,20.000TL, Şişli - Eskişehir Mahallesi,https://www.emlakjet.com//ilan/sahibinden-kiralik-17098088/,İkinci El,Betonarme,Boş,,Evet,
282,17097744,02 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,80 m²,100 m²,2+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,,24.750TL, Çekmeköy - Mimar Sinan Mahallesi,https://www.emlakjet.com//ilan/cekmekoy-esyali-kiralik-daire-mimarsinan-mah-21-ara-kat-17097744/,,,Eşyalı,Yok,,
283,17097440,01 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,95 m²,100 m²,2+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,,Hisseli Tapu,Hayır,14000 TL,1,,Var,,,,,,Genel Fiyat,,,14.000TL, Bağcılar - Yenimahalle Mahallesi,https://www.emlakjet.com//ilan/yenimahallede-kiralik-21-daire-17097440/,,,,,,
284,17097435,01 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,,Arsa Tapulu,Hayır,,1,,,,,,,,Genel Fiyat,,,60.000TL, Şişli - Cumhuriyet Mahallesi,https://www.emlakjet.com//ilan/sisli-bomonti-de-otel-konseptli-esyali-ferah-11-kiralik-daire-17097435/,,,Eşyalı,Yok,,
285,17097410,01 Nisan 2025,01 Nisan 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,4,9.Kat,14,Merkezi Doğalgaz,Mülk Sahibi Oturuyor,2000 TL,Kat Mülkiyeti,Evet,90000 TL,1,,,,,,,,Genel Fiyat,5141,10,45.000TL, Kağıthane - Şirintepe Mahallesi,https://www.emlakjet.com//ilan/sahibinden-4-levent-luks-kiralik-21-daire-17097410/,,,,,,
286,17097170,01 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,,,,,,,,Genel Fiyat,,,18.000TL, Beyoğlu - Camiikebir Mahallesi,https://www.emlakjet.com//ilan/beyoglu-kasimpasa-camikebir-mah-11-dogalgazli-daire-17097170/,İkinci El,Betonarme,,Yok,,
287,17097062,01 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,100 m²,113 m²,2+2,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,250 TL,Hisseli Tapu,Hayır,21500 TL,1,,Var,1,,,,,Genel Fiyat,3218,2,21.500TL, Gaziosmanpaşa - Kazım Karabekir Mahallesi,https://www.emlakjet.com//ilan/hesapli-temiz-113m2-17097062/,,,,,,
288,17097048,01 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,5-10,Yüksek Giriş,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,17000 TL,1,,,,,,,,Genel Fiyat,,,17.000TL, Bağcılar - Demirkapı Mahallesi,https://www.emlakjet.com//ilan/demirkapida-kiralik-21-daire-amerikan-mutfakli-17097048/,,,,,,
289,17096949,01 Nisan 2025,01 Nisan 2025,Konut,Kiralık,Daire,115 m²,120 m²,2+1,21 Ve Üzeri,5.Kat,6,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,50000 TL,1,,,,,,,,Genel Fiyat,,,28.000TL, Bahçelievler - Hürriyet Mahallesi,https://www.emlakjet.com//ilan/mahmutbey-caddesi-uzerinde-fullesyali-21-5-kat-kiralik-daire-17096949/,,,,,,
290,17096647,01 Nisan 2025,01 Nisan 2025,Konut,Kiralık,Daire,65 m²,80 m²,2+1,4,3.Kat,5,Kombi Doğalgaz,Boş,250 TL,Kat Mülkiyeti,Hayır,,1,7 m²,Var,1,Açık Balkon,4 m²,1,7 m²,Genel Fiyat,185,14,25.000TL, Çekmeköy - Çatalmeşe Mahallesi,https://www.emlakjet.com//ilan/adres34-ten-catalmese-mahallesinde-esyali-kiralik-21-ara-kat-17096647/,İkinci El,Betonarme,Eşyalı,,Hayır,18 m²
291,17096539,01 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,21 Ve Üzeri,Yüksek Giriş,5,Kombi Doğalgaz,Boş,,Arsa Tapulu,Hayır,13000 TL,1,,Var,1,Açık Balkon,,2,,Genel Fiyat,429,19,13.000TL, Esenler - Turgut Reis Mahallesi,https://www.emlakjet.com//ilan/esenler-turgut-reiste-kiralik-daire-17096539/,,Betonarme,,,,
292,17096526,01 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,21 Ve Üzeri,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,,,,,,,,Genel Fiyat,,,15.000TL, Kağıthane - Ortabayır Mahallesi,https://www.emlakjet.com//ilan/ortabayir-da-kiralik-11-daire-17096526/,İkinci El,Betonarme,,Yok,,
293,17096522,01 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,70 m²,85 m²,1+1,0 (Yeni),4.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,9657,2,25.000TL, Kağıthane - Çeliktepe Mahallesi,https://www.emlakjet.com//ilan/kagithane-celiktepe-de-kiralik-11-luxs-daire-karada-yapi-yatirim-dan-17096522/,,,,,,
294,17096448,01 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,150 TL,Bilinmiyor,Hayır,,1,,,,,,,,Genel Fiyat,,,23.000TL, Ataşehir - Esatpaşa Mahallesi,https://www.emlakjet.com//ilan/f-l-emlaktan-ornek-tip-merkezi-yakini-21-arakat-17096448/,İkinci El,Betonarme,,Yok,,
295,17096361,01 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+1,21 Ve Üzeri,4.Kat,9,Merkezi Doğalgaz,Boş,2000 TL,Kat Mülkiyeti,Hayır,75000 TL,1,7 m²,Var,,,3 m²,1,3 m²,Birim Fiyat,1014,232,60.000TL, Kadıköy - Merdivenköy Mahallesi,https://www.emlakjet.com//ilan/sahibinden-fahrettin-kerim-gokay-caddesi-uzeri-17096361/,İkinci El,Betonarme,Boş,Yok,,44 m²
296,17096324,01 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,70 m²,79 m²,2+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,250 TL,Kat Mülkiyeti,Hayır,22500 TL,1,,Yok,,,,1,,Birim Fiyat,1146,10,22.500TL, Beyoğlu - Kadımehmet Efendi Mahallesi,https://www.emlakjet.com//ilan/sahibinden-tersane-istanbul-onunde-deniz-manzarali-kiralik-daire-17096324/,İkinci El,Betonarme,Boş,Yok,Evet,
297,17096189,01 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,90 m²,117 m²,2+1,11-15,12.Kat,13,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,,51.000TL, Ümraniye - Saray Mahallesi,https://www.emlakjet.com//ilan/turyap-mahir-mamattan-kiralik-kapalimutfak-21-umraniye-dorapark-17096189/,,,Boş,Yok,,
298,17096022,01 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,86 m²,92 m²,2+1,2,4.Kat,7,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,15000 TL,1,,Var,1,Açık Balkon,,1,,Genel Fiyat,637,1,15.000TL, Silivri - Alipaşa Mahallesi,https://www.emlakjet.com//ilan/silivri-kiptas-4-21-acik-mutfak-mazarali-17096022/,İkinci El,,Boş,Yok,Hayır,
299,17095908,01 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,70 m²,80 m²,1+1,5-10,15.Kat,30,Kombi Doğalgaz,Boş,4250 TL,Tapu Kaydı Yok,Evet,45000 TL,1,,Var,,,,1,,Genel Fiyat,,,35.000TL, Avcılar - Üniversite Mahallesi,https://www.emlakjet.com//ilan/avcilar-luks-sitede-esyali-daire-17095908/,İkinci El,Betonarme,,,,
300,17095736,01 Nisan 2025,02 Nisan 2025,Konut,Kiralık,Daire,116 m²,130 m²,4+1,21 Ve Üzeri,4.Kat,6,Merkezi (Pay Ölçer),Boş,1600 TL,Bilinmiyor,Hayır,,2,,,,,,,,Genel Fiyat,,,72.000TL, Şişli - Teşvikiye Mahallesi,https://www.emlakjet.com//ilan/sezai-selek-sokak-ta-asansorlu-4-katta-130m2-bakimli-ferah-daire-17095736/,,,,Yok,,
301,17095586,01 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,55 m²,65 m²,2+1,1,Bahçe Katı,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,18.000TL, Küçükçekmece - Yeni Mahalle Mahallesi,https://www.emlakjet.com//ilan/yenimahalle-de-kiralik-21-bahce-kati-daire-17095586/,,,Boş,Yok,,
302,17036822,18 Mart 2025,18 Mart 2025,Konut,Kiralık,Daire,100 m²,120 m²,3+1,21 Ve Üzeri,Kot 1 (-1).Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,47.000TL, Kadıköy - Koşuyolu Mahallesi,https://www.emlakjet.com//ilan/kosuyolu-ibrahimaga-da-marmaray-a-kapi-komsu-kiralik-31-daire-17036822/,,,,Yok,,
303,16971934,07 Mart 2025,07 Mart 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,5-10,Çatı Katı,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,13.500TL, Arnavutköy - Anadolu Mahallesi,https://www.emlakjet.com//ilan/realkent-den-kiralik-21-75m-cati-kati-16971934/,,,Boş,Yok,,
304,16967521,07 Mart 2025,07 Mart 2025,Konut,Kiralık,Daire,88 m²,105 m²,2+1,5-10,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,250 TL,Bilinmiyor,Hayır,,1,,,,,,,,Genel Fiyat,,,18.000TL, Sancaktepe - Osmangazi Mahallesi,https://www.emlakjet.com//ilan/sancaktepe-samandira-osmangazi-mh-kiraik-ters-dubleks-16967521/,,Betonarme,,Yok,,
305,16925535,02 Mart 2025,03 Mart 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,4,4.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,19.999TL, Sancaktepe - İnönü Mahallesi,https://www.emlakjet.com//ilan/sancaktepe-inonu-mh-cok-sirin-daire-19999-tl-16925535/,,,Boş,Yok,,
306,16925177,02 Mart 2025,04 Mart 2025,Konut,Kiralık,Daire,80 m²,84 m²,2+1,21 Ve Üzeri,6.Kat,7,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,,26.000TL, Başakşehir - Başakşehir Mahallesi,https://www.emlakjet.com//ilan/basaksehir-1-etap-ta-esyali-21-kiralik-daire-16925177/,,,Eşyalı,Yok,,
307,16887073,23 Şubat 2025,24 Şubat 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,13.Kat,27,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,13.000TL, Esenyurt - Yeşilkent Mahallesi,https://www.emlakjet.com//ilan/innovia-3-kiralik-11-esyali-sehir-cephe-daire-16887073/,,,Eşyalı,Yok,,
308,16849437,18 Şubat 2025,18 Şubat 2025,Konut,Kiralık,Daire,61 m²,80 m²,2+1,3,10.Kat,14,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,,42.000TL, Ataşehir - İnönü Mahallesi,https://www.emlakjet.com//ilan/ful-esyli-2-oda1salon-inonu-mah-en-seckin-sit-7-24guvenlik-16849437/,,,Boş,Yok,,
309,17113820,05 Nisan 2025,05 Nisan 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+1,11-15,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,14.000TL, Avcılar - Gümüşpala Mahallesi,https://www.emlakjet.com//ilan/yeni-binada-kiralik-21-yuksek-giris-daire-17113820/,,,Boş,Yok,,
