,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,Price,Location,link,Aidat,Depozito,Balkon Durumu,Balkon Sayısı,Görüntülü Gezilebilir mi?,Ada,Parsel,Balkon Tipi,Yapı Durumu,Yapı Tipi,WC Sayısı,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Metrekare
329,16913873,28 Şubat 2025,28 Şubat 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,5.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL, Pamukkale - Hacıkaplanlar Mahallesi,https://www.emlakjet.com//ilan/cinara-yakin-cadde-uzeri-100-m-ara-kat-21-kiralik-daire-16913873/,,,,,,,,,,,,,,,
330,16910586,27 Şubat 2025,03 Nisan 2025,Konut,Kiralık,Daire,49 m²,50 m²,1+1,4,1.Kat,6,Kombi Doğalgaz,Boş,Eşyalı,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,9.000TL, Merkezefendi - Akkonak Mahallesi,https://www.emlakjet.com//ilan/aile-aparti-cinara-bayramyerine-yurume-mesafesi-50m-11-kiralik-16910586/,,,,,,,,,,,,,,,
331,16910538,27 Şubat 2025,28 Mart 2025,Konut,Kiralık,Daire,43 m²,45 m²,1+1,3,2.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,7.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/ender-uysal-gayrimenkulden-asmalievlerde-11-balkonlu-esyali-daire-16910538/,,,,,,5283,9,,,,,,,,
332,16910430,27 Şubat 2025,28 Mart 2025,Konut,Kiralık,Daire,55 m²,60 m²,2+1,16-20,Bahçe Katı,3,Kombi Doğalgaz,Kiracı Oturuyor,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,9.000TL, Pamukkale - Siteler Mahallesi,https://www.emlakjet.com//ilan/ender-uysaldan-kampuse-yakin-21-balkonlu-bahcekati-esyali-daire-16910430/,,,Var,,,3886,4,,İkinci El,Betonarme,1,,,,
333,16909767,27 Şubat 2025,27 Şubat 2025,Konut,Kiralık,Daire,75 m²,80 m²,1+1,4,19.Kat,30,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,18.000TL, Merkezefendi - Kayalar Mahallesi,https://www.emlakjet.com//ilan/sinpasta-aradiginiz-hersey-burada-genis-11-luks-daire-16909767/,,,,,,,,,,,,,,,
334,16908633,27 Şubat 2025,28 Mart 2025,Konut,Kiralık,Daire,55 m²,60 m²,2+1,5-10,Kot 3 (-3).Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/kz-grup-tan-pau-yakin-21-60m2-arakat-klimali-sifir-esyali-kiralik-apart-16908633/,,,,,,2379,3,,,,,,,,
335,16907740,27 Şubat 2025,27 Şubat 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+1,5-10,Bahçe Katı,3,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,14.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/goksudanuniversite-yakin-lux-apart-daire-16907740/,,,Var,,,3702,3,,,,,,,,
336,16903948,26 Şubat 2025,28 Mart 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+1,4,3.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,14.000TL, Pamukkale - Siteler Mahallesi,https://www.emlakjet.com//ilan/ender-uysaldan-kiniklida-kiralik-21-esyali-genis-apart-16903948/,,,,,,1639,12,,İkinci El,Betonarme,1,,,,
337,16901234,26 Şubat 2025,17 Mart 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,5-10,3.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,8.750TL, Pamukkale - Bağbaşı Mahallesi,https://www.emlakjet.com//ilan/kervansaray-mahallesi-nde-kiralik-11-esyali-apart-16901234/,200 TL,8750 TL,Yok,,Hayır,131,5,,İkinci El,Betonarme,1,,,,
338,16900475,26 Şubat 2025,02 Nisan 2025,Konut,Kiralık,Daire,80 m²,90 m²,2.5+1,3,4.Kat,4,Merkezi (Pay Ölçer),Boş,Boş,Kooperatiften Tapu,Evet,Yok,1,Genel Fiyat,14.000TL, Merkezefendi - Kayalar Mahallesi,https://www.emlakjet.com//ilan/kayakoy-toki-2-etap-ma-blok-4-son-kat-21-85m2-kiralik-daire-16900475/,,,Var,1,Hayır,,,Açık Balkon,İkinci El,,1,6 m²,6 m²,,
339,16899402,25 Şubat 2025,25 Şubat 2025,Konut,Kiralık,Daire,65 m²,75 m²,2+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,16.000TL, Pamukkale - Mehmetçik Mahallesi,https://www.emlakjet.com//ilan/mehmetcik-te-21-kiralik-apart-16899402/,,,,,,163,11,,,,,,,,
340,16898723,25 Şubat 2025,25 Şubat 2025,Konut,Kiralık,Daire,180 m²,200 m²,4+1,2,5.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,39.000TL, Merkezefendi - Yenişafak Mahallesi,https://www.emlakjet.com//ilan/yenisafak-ta-merkezi-konumda-41-sifir-kiralik-daire-16898723/,,,,,,,,,,,,,,,
341,16897582,25 Şubat 2025,25 Şubat 2025,Konut,Kiralık,Daire,139 m²,140 m²,3+1,21 Ve Üzeri,1.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,15.000TL, Pamukkale - Kınıklı Mahallesi,https://www.emlakjet.com//ilan/camlik-ozkaymak-dondurma-fatih-camii-yakini-31-kombili-16897582/,,,,,,,,,,,,,,,
342,16896140,25 Şubat 2025,25 Şubat 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,3,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,8.500TL, Pamukkale - Topraklık Mahallesi,https://www.emlakjet.com//ilan/dur-al-gayrimenkulden-kayalikta-kiralik-daire-16896140/,,,,,,3614,1,,,,,,,,
343,16895259,25 Şubat 2025,25 Şubat 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,16-20,1.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL, Pamukkale - Siteler Mahallesi,https://www.emlakjet.com//ilan/kiniklida-ulus-caddesine-cok-yakin-31-130m-arakat-kiralik-konut-16895259/,,,,,,,,,,,,,,,
344,16894884,25 Şubat 2025,25 Şubat 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,16-20,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.000TL, Pamukkale - Kuşpınar Mahallesi,https://www.emlakjet.com//ilan/infora-gayrimenkul-den-kuspinar-mahallesinde-kiralik-21-daire-16894884/,,,,,,,,,,,,,,,
345,16893997,24 Şubat 2025,24 Şubat 2025,Konut,Kiralık,Daire,70 m²,85 m²,2+1,0 (Yeni),Yüksek Giriş,4,Yerden Isıtma,Boş,,Müstakil Tapulu,Hayır,,1,Genel Fiyat,15.000TL, Merkezefendi - Akkonak Mahallesi,https://www.emlakjet.com//ilan/lobby-fortis-ten-akkonak-ta-21-esyali-kiralik-apart-16893997/,,,,,,4260,6,,,,,,,,
346,16893953,24 Şubat 2025,26 Şubat 2025,Konut,Kiralık,Daire,55 m²,60 m²,2+1,5-10,1.Kat,4,Yerden Isıtma,Boş,Eşyalı,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,17.000TL, Pamukkale - İncilipınar Mahallesi,https://www.emlakjet.com//ilan/denizli-forum-camlik-a-2-dakika-kiralik-21-sifir-esyali-apart-16893953/,,,Var,1,Hayır,2931,7,,İkinci El,Betonarme,1,,,,
347,16893467,24 Şubat 2025,27 Mart 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+1,5-10,5.Kat,7,Merkezi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,12.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/winox-gayrimenkulden-zeytinkoy-de-21-kiralik-daire-16893467/,,,,,,160,2,,,,,,,,
348,16892919,24 Şubat 2025,26 Mart 2025,Konut,Kiralık,Daire,163 m²,196 m²,3+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,27.500TL, Pamukkale - Siteler Mahallesi,https://www.emlakjet.com//ilan/bursa-caddesi-ne-50-m-genis-31-ara-kat-daire-16892919/,,27500 TL,Var,2,Evet,1630,12,Açık Balkon,,Betonarme,1,,,,
349,16892512,24 Şubat 2025,24 Şubat 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,16.000TL, Pamukkale - Mehmetçik Mahallesi,https://www.emlakjet.com//ilan/eskidjiden-foruma-cok-yakin-kiralik-31-daire-firsati-16892512/,,,,,,188,12,,,,,,,,
350,16891762,24 Şubat 2025,24 Şubat 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,10.000TL, Pamukkale - 15 Mayıs Mahallesi,https://www.emlakjet.com//ilan/kiralik-11-apart-16891762/,,,Yok,,,,,,,,,,,,
351,16888672,24 Şubat 2025,24 Şubat 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL, Merkezefendi - Sırakapılar Mahallesi,https://www.emlakjet.com//ilan/sirakapilar-mahallesinde-kiralik-apart-16888672/,,,,,,,,,,,,,,,
352,16887819,23 Şubat 2025,23 Şubat 2025,Konut,Kiralık,Daire,170 m²,180 m²,3+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,25.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/kiralik-denizli-zeytinkoy-adli-tip-kurumu-yani-31-asansorlu-garajli-daire-16887819/,,,,,,155,23,,,,,,,,
353,16887468,23 Şubat 2025,24 Şubat 2025,Konut,Kiralık,Residence,125 m²,140 m²,2+1,5-10,2.Kat,2,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL, Pamukkale - 15 Mayıs Mahallesi,https://www.emlakjet.com//ilan/office-peradan-cinarda-ultra-lux-kiralik-genis-21-dubleks-apart-16887468/,,,,,,,,,,,,,,,
354,16887465,23 Şubat 2025,24 Şubat 2025,Konut,Kiralık,Daire,80 m²,90 m²,1+1,5-10,1.Kat,2,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL, Pamukkale - 15 Mayıs Mahallesi,https://www.emlakjet.com//ilan/office-peradan-cinarda-ultra-lux-genis-kiralik-11-apart-16887465/,,,,,,,,,,,,,,,
355,16887299,23 Şubat 2025,11 Mart 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.000TL, Merkezefendi - Karaman Mahallesi,https://www.emlakjet.com//ilan/sehrin-merkezinde-21-amerikan-mutfakli-aile-binasinda-kiralik-16887299/,,,,,,5607,8,,,,,,,,
356,16886573,23 Şubat 2025,23 Şubat 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL, Pamukkale - İncilipınar Mahallesi,https://www.emlakjet.com//ilan/forum-camlik-avm-yani-depozitosuz-kiralik-21-esyali-daire-16886573/,,,,,,,,,,,,,,,
357,16886569,23 Şubat 2025,23 Şubat 2025,Konut,Kiralık,Daire,60 m²,65 m²,2.5+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.500TL, Pamukkale - Kınıklı Mahallesi,https://www.emlakjet.com//ilan/camlik-ta-kiralik-luks-21-klimali-balkonlu-esyasiz-daire-16886569/,,,,,,,,,,,,,,,
358,16885487,23 Şubat 2025,28 Şubat 2025,Konut,Kiralık,Daire,47 m²,50 m²,2+1,0 (Yeni),Yüksek Giriş,4,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL, Merkezefendi - Karahasanlı Mahallesi,https://www.emlakjet.com//ilan/max-real-den-bolge-hastanesi-yakini-21-kiralik-daire-16885487/,,,,,,,,,,,,,,,
359,16884359,23 Şubat 2025,24 Şubat 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,4,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.000TL, Pamukkale - Siteler Mahallesi,https://www.emlakjet.com//ilan/forum-a-cok-yakin-11-genis-apart-16884359/,,,,,,,,,,,,,,,
360,16882964,23 Şubat 2025,24 Şubat 2025,Konut,Kiralık,Daire,55 m²,65 m²,2+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,18.000TL, Pamukkale - Kınıklı Mahallesi,https://www.emlakjet.com//ilan/kinikli-da-kiralik-21-esyali-lux-daire-16882964/,,,,,,,,,,,,,,,
361,16882763,23 Şubat 2025,24 Şubat 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,5-10,3.Kat,5,Kombi Doğalgaz,Boş,Boş,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,12.000TL, Pamukkale - Kınıklı Mahallesi,https://www.emlakjet.com//ilan/soyturk-den-kiniklida-balkonlu-arakat-11-65-m2-5-yillik-bina-16882763/,,,,,,,,,,,,,,,
362,16882667,23 Şubat 2025,02 Mart 2025,Konut,Kiralık,Daire,110 m²,125 m²,2+1,16-20,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,14.000TL, Merkezefendi - Bahçelievler Mahallesi,https://www.emlakjet.com//ilan/eskidjiden-ozel-saglik-hast-yakini-ara-kat-daire-firsati-16882667/,,,,,,5465,7,,,,,,,,
363,16882255,23 Şubat 2025,27 Şubat 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,0 (Yeni),2.Kat,3,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL, Pamukkale - Atalar Mahallesi,https://www.emlakjet.com//ilan/kibrissehitlerde-lux-arakat-balkonlu-sifir-apartlar-16882255/,,,,,,,,,,,,,,,
364,16881017,23 Şubat 2025,23 Şubat 2025,Konut,Kiralık,Daire,45 m²,48 m²,1+1,5-10,2.Kat,2,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,8.000TL, Pamukkale - Kınıklı Mahallesi,https://www.emlakjet.com//ilan/kiralik-denizli-kampuste-kyk-yurtlari-karsisi-11-esyali-apart-16881017/,,,,,,4875,8,,,,,,,,
365,16880459,23 Şubat 2025,26 Şubat 2025,Konut,Kiralık,Daire,43 m²,47 m²,1+1,1,Çatı Katı,3,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Birim Fiyat,11.500TL, Pamukkale - Cumhuriyet Mahallesi,https://www.emlakjet.com//ilan/kiralik-sifir-esyali-11-apart-balkon-klima-bulasik-makinasi-16880459/,50 TL,12000 TL,Var,,Hayır,6091,1,,Sıfır,Betonarme,,,,,
366,16880028,23 Şubat 2025,23 Şubat 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+1,5-10,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,12.000TL, Merkezefendi - Değirmenönü Mahallesi,https://www.emlakjet.com//ilan/degirmenonu-nde-cinar-meydani-yakini-60-m-2oda-1-mutfak-esyali-16880028/,,,,,,,,,,,,,,,
367,16878705,22 Şubat 2025,22 Şubat 2025,Konut,Kiralık,Daire,125 m²,145 m²,3+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,27.000TL, Pamukkale - Mehmetçik Mahallesi,https://www.emlakjet.com//ilan/eskidjiden-forum-yakini-ara-kat-kiralik-31-luks-daire-16878705/,,,,,,2954,21,,,,,,,,
368,16878383,22 Şubat 2025,28 Mart 2025,Konut,Kiralık,Daire,65 m²,68 m²,2+1,5-10,2.Kat,4,Yerden Isıtma,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,17.500TL, Pamukkale - Kuşpınar Mahallesi,https://www.emlakjet.com//ilan/ender-uysaldan-21-kiralik-lux-esyali-daire-16878383/,,,,,,2931,7,,,,,,,,
369,16875204,22 Şubat 2025,28 Mart 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,7.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/ender-uysal-gayrimenkulden-asmalievlerde-11-uygun-apart-16875204/,,,,,,3864,20,,,,,,,,
370,16874489,22 Şubat 2025,22 Şubat 2025,Konut,Kiralık,Daire,150 m²,165 m²,3+1,11-15,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.000TL, Merkezefendi - Yenişafak Mahallesi,https://www.emlakjet.com//ilan/world-capital-den-yenisafak-ta-genis-31-daire-park-cepheli-16874489/,,,,,,,,,,,,,,,
371,16874275,22 Şubat 2025,28 Şubat 2025,Konut,Kiralık,Daire,30 m²,40 m²,1+1,2,1.Kat,2,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL, Pamukkale - Siteler Mahallesi,https://www.emlakjet.com//ilan/forum-camlik-ve-kampus-yurume-mesafesi-sifir-esyali-arakat-11-16874275/,,,,,,,,,,,,,,,
372,16873929,21 Şubat 2025,22 Şubat 2025,Konut,Kiralık,Daire,55 m²,60 m²,2+1,4,3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/kinikli-mahal-kafe-yakini-21-16873929/,,,,,,,,,,,,,,,
373,16873738,21 Şubat 2025,22 Şubat 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,5-10,7.Kat,9,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,27.000TL, Merkezefendi - Gültepe Mahallesi,https://www.emlakjet.com//ilan/albayrak-meydanina-5-dakika-site-icinde-havuzlu-ara-kat-ebeveyn-banyolu-31-daire-16873738/,,,Var,2,,569,6,Açık Balkon,,,3,5 m²,10 m²,,
374,16873508,21 Şubat 2025,03 Nisan 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,8.000TL, Pamukkale - İstiklal Mahallesi,https://www.emlakjet.com//ilan/forum-camliga-yurume-mesafesinde-50m-11-esyali-kiralik-apart-16873508/,,,Var,1,Hayır,4584,8,,İkinci El,Betonarme,1,,,,
375,16872365,21 Şubat 2025,21 Şubat 2025,Konut,Kiralık,Daire,127 m²,130 m²,3+1,21 Ve Üzeri,7.Kat,7,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL, Pamukkale - 15 Mayıs Mahallesi,https://www.emlakjet.com//ilan/acil-kiralik-daire-16872365/,250 TL,15000 TL,Var,2,Hayır,261,16,Kapalı Balkon,,,1,20 m²,6 m²,25 m²,
376,16872231,21 Şubat 2025,02 Nisan 2025,Konut,Kiralık,Daire,80 m²,100 m²,2+1,21 Ve Üzeri,Çatı Katı,5,Kombi Doğalgaz,Boş,Eşyalı,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,10.000TL, Pamukkale - Mehmetçik Mahallesi,https://www.emlakjet.com//ilan/mehmetcik-mah-kiris-sehitleri-cad-nde-21teras-100m2-dogalgaz-kombi-asansorlu-cati-kat-16872231/,550 TL,,Var,,,,,,,,1,,,,
377,16871864,21 Şubat 2025,21 Şubat 2025,Konut,Kiralık,Daire,100 m²,130 m²,2+1,16-20,Kot 3 (-3).Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,21.000TL, Pamukkale - Kınıklı Mahallesi,https://www.emlakjet.com//ilan/kaan-emlaktan-kiniklida-lux-21-kiralik-daire-16871864/,,,,,,2324,4,,,,,,,,
378,16869093,21 Şubat 2025,22 Şubat 2025,Konut,Kiralık,Daire,200 m²,220 m²,3+1,21 Ve Üzeri,3.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL, Merkezefendi - Altıntop Mahallesi,https://www.emlakjet.com//ilan/turyap-tan-kiralik-cinarda-31-daire-16869093/,,,,,,,,,,,,,,,
379,16868969,21 Şubat 2025,21 Şubat 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,5-10,2.Kat,3,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/universiteye-yurume-mesafesinde-11-isinma-su-internet-dahil-16868969/,,,,,,,,,,,,,,,
380,16868614,21 Şubat 2025,27 Şubat 2025,Konut,Kiralık,Daire,48 m²,55 m²,1+1,5-10,1.Kat,4,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.500TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/pau-hastanesi-nin-karsisinda-arakat-full-esyali-11-apartlar-16868614/,,,,,,,,,,,,,,,
381,16867570,20 Şubat 2025,20 Şubat 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,4,1.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,12.000TL, Pamukkale - 15 Mayıs Mahallesi,https://www.emlakjet.com//ilan/cinar-da-11-kiralik-apart-16867570/,,4000 TL,Var,1,,,,Açık Balkon,,,,,,,
382,16862133,20 Şubat 2025,04 Nisan 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,1.Kat,4,Yerden Isıtma,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,8.000TL, Pamukkale - Yunusemre Mahallesi,https://www.emlakjet.com//ilan/kz-grup-tan-kiniklida-dogalgaz-dahil-11-arakat-kiralik-apart-16862133/,,,,,,,,,,,,,,,
383,16862018,20 Şubat 2025,04 Nisan 2025,Konut,Kiralık,Daire,40 m²,45 m²,Stüdyo,5-10,Bahçe Katı,3,Yerden Isıtma,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,6.500TL, Pamukkale - Yunusemre Mahallesi,https://www.emlakjet.com//ilan/kz-grup-tan-kiniklida-dogalgaz-dahil-10-kiralik-apart-16862018/,,,,,,,,,,,,,,,
384,16861433,20 Şubat 2025,27 Mart 2025,Konut,Kiralık,Daire,140 m²,150 m²,2+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,21.000TL, Merkezefendi - Çakmak Mahallesi,https://www.emlakjet.com//ilan/ata-yapi-dan-cakmak-ta-genis-ve-ferah-140m-21-kiralik-daire-16861433/,,,,,,556,10,,,,,,,,
385,16860930,20 Şubat 2025,29 Mart 2025,Konut,Kiralık,Daire,65 m²,85 m²,2+0,11-15,Bahçe Katı,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL, Merkezefendi - Çakmak Mahallesi,https://www.emlakjet.com//ilan/revizyon-gayrimenkul-den-selcukbey-mahallesi-nde-kiralik-daire-16860930/,,13000 TL,,,,,,,,,,,,,
386,16860367,19 Şubat 2025,02 Nisan 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,8.000TL, Merkezefendi - Sırakapılar Mahallesi,https://www.emlakjet.com//ilan/sirakapilarda-cinara-devlet-hastanesine-5-dak-esyali-balkonl-11-16860367/,,,Var,,,141,105,,,,,,,,
387,16857996,19 Şubat 2025,19 Şubat 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,0 (Yeni),1.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,19.500TL, Merkezefendi - Şemikler Mahallesi,https://www.emlakjet.com//ilan/semikler-de-merkezi-konumda-21-kiralik-sifir-daire-16857996/,,,,,,,,,,,,,,,
388,16857200,19 Şubat 2025,19 Şubat 2025,Konut,Kiralık,Daire,129 m²,130 m²,3+1,21 Ve Üzeri,2.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,10.000TL, Merkezefendi - Altıntop Mahallesi,https://www.emlakjet.com//ilan/caybasi-camii-yaninda-caybasi-cadde-uzeri-kiralik-16857200/,,,,,,,,,,,,,,,
389,16855680,19 Şubat 2025,20 Şubat 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,9.000TL, Pamukkale - İncilipınar Mahallesi,https://www.emlakjet.com//ilan/incilipinar-mah-3-kat-kombili-11-esyali-apart-daire-16855680/,,,,,,,,,,,,,,,
390,16855530,19 Şubat 2025,19 Mart 2025,Konut,Kiralık,Daire,140 m²,150 m²,4+1,21 Ve Üzeri,2.Kat,6,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,20.000TL, Merkezefendi - Akkonak Mahallesi,https://www.emlakjet.com//ilan/rw-office20-den-akkonak-ta-41-genis-kiralik-daire-16855530/,,,,,,,,,,,,,,,
